EntrezGene.ID	Associated.Gene.Name	Transcript.Start..bp.	Chromosome.Name
NA	PI4KB	149531579	chr1
   344901	OSTN	192413016	chr3
NA	DDO	110819667	chr6
NA	DDO	110820079	chr6
  5993	RFX5	149579740	chr1
 10651	MTX2	176842383	chr2
   257313	UTS2D	192467652	chr3
NA	NALP12	 58988669	chr19
   201294	UNC13D	 71334905	chr17
     5993	RFX5	149581061	chr1
    85413	SLC22A16	110852627	chr6
     5993	RFX5	149580929	chr1
NA	AC017048.6	177202814	chr2
    91662	NALP12	 58988669	chr19
  2802	GOLGA3	131855568	chr12
NA	NALP12	 58988808	chr19
NA	SLC22A16	110852627	chr6
 23365	ARHGEF12	119713156	chr11
NA	NALP12	 58988809	chr19
   152137	CCDC50	192529568	chr3
    23365	ARHGEF12	119713156	chr11
  8991	SELENBP1	149603405	chr1
    91662	NALP12	 58988809	chr19
   152137	CCDC50	192529909	chr3
NA	AP000758.5	119866524	chr11
NA	AP002348.3	119887721	chr11
    91663	MYADM	 59061423	chr19
 23097	CDC2L6	111037874	chr6
 23558	WBP2	 71353375	chr17
   152138	PYDC2	192661646	chr3
 55743	CHFR	131927011	chr12
     2900	GRIK4	120036181	chr11
    91663	MYADM	 59062949	chr19
  2257	FGF12	193342992	chr3
  5692	PSMB4	149638673	chr1
    55743	CHFR	131927011	chr12
    91107	TRIM47	 71381842	chr17
NA	CDC2L6	111037874	chr6
     2257	FGF12	193342424	chr3
   220988	HNRNPA3	177785668	chr2
    90462	ZNF605	132008115	chr12
   219899	TBCEL	120400035	chr11
   151963	C3orf59	193997301	chr3
    91663	MYADM	 59064472	chr19
   201292	TRIM65	 71396640	chr17
   262	AMD1	111302680	chr6
NA	C3orf59	193997301	chr3
NA	ZNF605	132008115	chr12
    91663	MYADM	 59064593	chr19
    57110	HRASLS	194441608	chr3
     4780	AC079305.6-2	177803285	chr2
  7574	ZNF26	132073129	chr12
    64978	MRPL38	 71406319	chr17
 23126	POGZ	149641824	chr1
     7007	TECTA	120478585	chr11
NA	MRPL38	 71406319	chr17
NA	AC079305.6-3	177856484	chr2
    23126	POGZ	149641824	chr1
      262	AMD1	111303471	chr6
NA	MRPL38	 71411920	chr17
  7637	ZNF84	132124239	chr12
      262	AMD1	111302681	chr6
     7007	TECTA	120477092	chr11
     5582	PRKCG	 59077279	chr19
  6309	SC5DL	120668598	chr11
NA	AMD1	111316752	chr6
   344905	ATP13A5	194475525	chr3
NA	POGZ	149643324	chr1
  8540	AGPS	177965731	chr2
   112495	C6orf51	111386456	chr6
     6309	SC5DL	120668787	chr11
NA	ATP13A5	194475525	chr3
  7699	ZNF140	132167110	chr12
NA	AGPS	177965742	chr2
NA	FBF1	 71417582	chr17
    59284	CACNG7	 59107883	chr19
NA	TTC30B	178123740	chr2
    57530	CGN	149750497	chr1
NA	AC026786.5	132206974	chr12
   150737	TTC30B	178123219	chr2
 92104	TTC30A	178187272	chr2
    59284	CACNG7	 59104401	chr19
NA	CACNG7	 59107883	chr19
    85302	FBF1	 71418213	chr17
    84154	BXDC1	111409984	chr6
    59283	CACNG8	 59158106	chr19
  7556	ZNF10	132217286	chr12
NA	FBF1	 71418213	chr17
    84239	ATP13A4	194602563	chr3
NA	ZNF10	132237590	chr12
NA	ATP13A4	194602841	chr3
NA	ATP13A4	194640598	chr3
    59285	CACNG6	 59187354	chr19
117247	SLC16A10	111515399	chr6
  7286	TUFT1	149779405	chr1
 10795	ZNF268	132268068	chr12
  6653	SORL1	120828130	chr11
    51	ACOX1	 71449191	chr17
    50940	PDE11A	178196225	chr2
NA	SLC16A10	111515399	chr6
NA	TUFT1	149779405	chr1
   414899	BLID	121491514	chr11
NA	SLC16A10	111605108	chr6
    91749	KIAA1919	111687175	chr6
   284415	VSTM1	 59235899	chr19
NA	VSTM1	 59235899	chr19
    84959	UBASH3B	122031640	chr11
100134934	AC040980.1	 71486896	chr17
  4696	NDUFA3	 59282233	chr19
    50940	PDE11A	178202021	chr2
 81609	SNX27	149851182	chr1
    81609	SNX27	149851286	chr1
NA	NDUFA3	 59297989	chr19
     4696	NDUFA3	 59297975	chr19
NA	SNX27	149877956	chr1
     1018	CDK3	 71486936	chr17
 56253	CRTAM	122214416	chr11
NA	NDUFA3	 59297972	chr19
   129831	RBM45	178685428	chr2
  4976	OPA1	194793806	chr3
 79864	C11orf63	122258683	chr11
NA	TNRC4	149942255	chr1
   126014	OSCAR	 59289747	chr19
   390259	BSX	122353488	chr11
NA	TNRC4	149941454	chr1
     2125	EVPL	 71514522	chr17
   390259	BSX	122353567	chr11
NA	OSCAR	 59289747	chr19
  5980	REV3L	111726930	chr6
    11189	TNRC4	149941454	chr1
NA	OSCAR	 59289745	chr19
NA	OSCAR	 59290851	chr19
     4976	OPA1	194793707	chr3
 29844	TFPT	 59302142	chr19
NA	OPA1	194793730	chr3
NA	OSBPL6	178767454	chr2
  3312	HSPA8	122433413	chr11
     5980	REV3L	111726927	chr6
NA	OPA1	194814415	chr3
NA	REV3L	111726930	chr6
    29844	TFPT	 59302132	chr19
100132502	NCRNA00166	149949533	chr1
NA	TFPT	 59302139	chr19
NA	AC024559.15	195157857	chr3
   114880	OSBPL6	178767620	chr2
  3280	HES1	195336628	chr3
NA	SRP68	 71546983	chr17
NA	REV3L	111735849	chr6
 65005	MRPL9	149998749	chr1
NA	OSBPL6	178767496	chr2
 26121	PRPF31	 59310963	chr19
     6730	SRP68	 71546786	chr17
NA	OSBPL6	178857900	chr2
     3312	HSPA8	122433652	chr11
NA	OSBPL6	178767620	chr2
   114880	OSBPL6	178893217	chr2
NA	MRPL9	149998749	chr1
NA	AC117469.3	195488267	chr3
 10758	TRAF3IP2	111986838	chr6
NA	SRP68	 71546786	chr17
     1370	CPN2	195542189	chr3
    26121	PRPF31	 59310649	chr19
 51686	OAZ3	150002236	chr1
    79827	AP000926.6-1	122448245	chr11
NA	PRPF31	 59313463	chr19
     8811	GALR2	 71582479	chr17
131578	LRRC15	195557274	chr3
    51686	OAZ3	150005755	chr1
NA	AP000926.6-1	122448245	chr11
    10758	TRAF3IP2	111986836	chr6
NA	OAZ3	150005755	chr1
  2814	GP5	195596839	chr3
   353174	ZACN	 71586904	chr17
  8575	PRKRA	179004396	chr2
NA	TRAF3IP2	111986836	chr6
NA	ZACN	 71586904	chr17
NA	TRAF3IP2	111987118	chr6
     4849	CNOT3	 59333261	chr19
    11022	TDRKH	150012582	chr1
    57476	GRAMD1B	122901738	chr11
 79572	ATP13A3	195606055	chr3
NA	TRAF3IP2	111986882	chr6
NA	TRAF3IP2	111986915	chr6
    11022	TDRKH	150010674	chr1
NA	TRAF3IP2	111987133	chr6
    11022	TDRKH	150012579	chr1
    79572	ATP13A3	195604698	chr3
     4849	CNOT3	 59336924	chr19
NA	TDRKH	150012592	chr1
    11022	TDRKH	150012594	chr1
   339398	LINGO4	150039389	chr1
NA	CNOT3	 59333261	chr19
 55800	SCN3B	123005107	chr11
   494513	DFNB59	179026351	chr2
   494513	DFNB59	179024409	chr2
  2534	FYN	112089190	chr6
    79165	LENG1	 59351193	chr19
NA	TMEM44	195789692	chr3
    51661	FKBP7	179038267	chr2
     6097	RORC	150045173	chr1
  7753	ZNF202	123100207	chr11
 23265	EXOC7	 71588682	chr17
NA	FKBP7	179038574	chr2
    93109	TMEM44	195789692	chr3
NA	FYN	112089190	chr6
   147798	TMC4	 59355659	chr19
   390260	OR6X1	123129498	chr11
    65977	PLEKHA3	179053445	chr2
   390261	OR6M1	123181326	chr11
NA	TMEM44	195789706	chr3
    23265	EXOC7	 71591254	chr17
NA	TMEM44	195800824	chr3
NA	TMEM44	195824586	chr3
   284486	THEM5	150081603	chr1
     2534	FYN	112089249	chr6
NA	EXOC7	 71591254	chr17
   338661	TMEM225	123258843	chr11
   284486	THEM5	150084844	chr1
NA	FYN	112089261	chr6
   117145	THEM4	150112684	chr1
   729120	THEM4	150112684	chr1
NA	EXOC7	 71599991	chr17
   338662	OR8D4	123282349	chr11
NA	EXOC7	 71608688	chr17
NA	THEM4	150129277	chr1
     2302	FOXJ1	 71644020	chr17
   219875	OR4D5	123315534	chr11
 55341	LSG1	195842814	chr3
     8838	WISP3	112482155	chr6
  6281	S100A10	150222011	chr1
   219874	OR6T1	123318784	chr11
 79143	LENG4	 59368921	chr19
NA	LENG4	 59368925	chr19
   219873	OR10S1	123352613	chr11
   131583	FAM43A	195887911	chr3
NA	LENG4	 59373866	chr19
     6281	S100A10	150222018	chr1
NA	WISP3	112482155	chr6
NA	OR10G6	123370080	chr11
     8838	WISP3	112481971	chr6
NA	OR10G4	123391486	chr11
 79042	TSEN34	 59386916	chr19
   152002	C3orf21	196270306	chr3
  6282	S100A11	150271606	chr1
   729659	S100A11	150271606	chr1
   730278	S100A11	150271606	chr1
   390264	OR10G4	123391492	chr11
100131107	AL591893.9	150318579	chr1
NA	WISP3	112487909	chr6
NA	C3orf21	196270619	chr3
NA	TCHHL1	150323242	chr1
NA	RNF157	 71652056	chr17
   126637	TCHHL1	150323244	chr1
NA	OR10G9	123398924	chr11
NA	WISP3	112489175	chr6
    79042	TSEN34	 59386009	chr19
NA	TCHH	150346485	chr1
   219870	OR10G9	123398930	chr11
   114804	RNF157	 71651451	chr17
     7062	TCHH	150345417	chr1
NA	OR10G8	123405534	chr11
NA	RNF157	 71651451	chr17
   219869	OR10G8	123405540	chr11
    79042	TSEN34	 59386394	chr19
   126638	RPTN	150392695	chr1
   388697	HRNR	150451176	chr1
   730839	HRNR	150451176	chr1
   390265	OR10G7	123413983	chr11
   283991	FAM100B	 71773043	chr17
    51175	TUBE1	112498675	chr6
    23527	ACAP2	196476768	chr3
NA	OR10D4P	123469553	chr11
  6203	RPS9	 59396538	chr19
     2312	FLG	150541275	chr1
NA	FLG	150541800	chr1
NA	TUBE1	112498675	chr6
NA	QRICH2	 71773595	chr17
NA	TUBE1	112507296	chr6
     6203	RPS9	 59396552	chr19
  5504	PPP1R2	196722514	chr3
     6203	RPS9	 59396813	chr19
NA	FLG	150542568	chr1
NA	RPS9	 59396554	chr19
   619208	C6orf225	112515367	chr6
    84074	QRICH2	 71781727	chr17
NA	FLG	150543060	chr1
NA	RPS9	 59396552	chr19
NA	FLG	150548034	chr1
   388698	FLG2	150587838	chr1
     4013	VWA5A	123491321	chr11
  5635	PRPSAP1	 71818610	chr17
      347	APOD	196776867	chr3
    49860	CRNN	150648343	chr1
   254910	LCE5A	150749944	chr1
NA	VWA5A	123491321	chr11
    54544	CRCT1	150753602	chr1
NA	AP000818.4-2	123534338	chr11
    54544	CRCT1	150754459	chr1
NA	OR10D3P	123561187	chr11
     8877	SPHK1	 71892326	chr17
   353145	LCE3E	150804754	chr1
NA	AP000818.4-3	123583100	chr11
NA	LILRB3	 59412711	chr19
    84648	LCE3D	150818485	chr1
NA	AP002965.3	123590556	chr11
    11025	LILRB3	 59412711	chr19
   353144	LCE3C	150839762	chr1
     3910	LAMA4	112535827	chr6
    26494	OR8G1	123625633	chr11
   353143	LCE3B	150852911	chr1
   353142	LCE3A	150861934	chr1
NA	SPHK1	 71893473	chr17
NA	C1orf46	150894577	chr1
   283159	OR8D1	123684946	chr11
    11025	LILRB3	 59411959	chr19
   353141	LCE2D	150902496	chr1
NA	LILRB3	 59412565	chr19
   353140	LCE2C	150914395	chr1
   283160	OR8D2	123694368	chr11
    26239	LCE2B	150925223	chr1
    26595	OR8B2	123757508	chr11
   353139	LCE2A	150937464	chr1
NA	LAMA4	112607797	chr6
   199834	LCE4A	150948147	chr1
NA	LAMA4	112628028	chr6
NA	AC069513.28-1	196874647	chr3
NA	LAMA4	112641872	chr6
   390271	OR8B3	123771516	chr11
 63893	UBE2O	 71897491	chr17
   199834	LCE4A	150947260	chr1
100129271	C1orf68	150958622	chr1
NA	AC069513.28-2	196900191	chr3
NA	AC069513.28-3	196912000	chr3
100129271	C1orf68	150957706	chr1
     3910	LAMA4	112681677	chr6
   283162	OR8B4	123799048	chr11
   448834	KPRP	150998660	chr1
   442247	RFPL4B	112775225	chr6
 79168	LILRA6	 59432281	chr19
   448834	KPRP	150997130	chr1
       15	AANAT	 71961028	chr17
    26493	OR8B8	123815256	chr11
   353137	LCE1F	151015472	chr1
NA	LILRA6	 59434641	chr19
   219858	OR8B12	123917828	chr11
  4082	MARCKS	114285249	chr6
   353135	LCE1E	151025377	chr1
       15	AANAT	 71975246	chr17
NA	MUC20	196933424	chr3
   390275	OR8A1	123945175	chr11
   353135	LCE1E	151025314	chr1
   353134	LCE1D	151035851	chr1
NA	MUC20	196937251	chr3
NA	LILRA6	 59412609	chr19
NA	OR8A1	123945208	chr11
   353133	LCE1C	151043935	chr1
   116337	PANX3	123986663	chr11
NA	AL671967.1	114331995	chr6
   353132	LCE1B	151051461	chr1
   353131	LCE1A	151066573	chr1
   353131	LCE1A	151065147	chr1
     4184	SMCP	151117422	chr1
 79651	RHBDF2	 71978571	chr17
    10990	LILRB5	 59446085	chr19
  3066	HDAC2	114364022	chr6
     3713	IVL	151147663	chr1
    84897	TBRG1	123998003	chr11
    79651	RHBDF2	 71978574	chr17
NA	RHBDF2	 71978574	chr17
     3713	IVL	151148879	chr1
NA	HDAC2	114368571	chr6
NA	TBRG1	123997981	chr11
   222537	HS3ST5	114485071	chr6
   114757	CYGB	 72035056	chr17
   163778	SPRR4	151209752	chr1
     2444	FRK	116369389	chr6
  6698	SPRR1A	151223181	chr1
    54414	SIAE	124010904	chr11
 10288	LILRB2	 59469488	chr19
NA	PRCD	 72045741	chr17
   768206	PRCD	 72047767	chr17
     6698	SPRR1A	151224331	chr1
     6707	SPRR3	151240847	chr1
NA	SNORD1C	 72065446	chr17
 53340	SPA17	124048950	chr11
 10610	ST6GALNAC2	 72073056	chr17
  4900	NRGN	124114952	chr11
   221294	NT5DC1	116528692	chr6
     6699	SPRR1B	151270303	chr1
    10288	LILRB2	 59469487	chr19
    10288	LILRB2	 59470018	chr19
NA	LILRB2	 59470132	chr19
NA	SPRR1B	151271446	chr1
     6703	SPRR2D	151278825	chr1
NA	NT5DC1	116528735	chr6
     6703	SPRR2D	151278844	chr1
     6703	SPRR2D	151278928	chr1
  1300	COL10A1	116546779	chr6
     6703	SPRR2D	151278948	chr1
    23584	VSIG2	124122579	chr11
    55808	ST6GALNAC1	 72132442	chr17
     6700	SPRR2A	151295223	chr1
 11026	LILRA3	 59491666	chr19
100133875	LILRA3	 59491666	chr19
  4585	MUC4	196959307	chr3
NA	LILRA3	 59491666	chr19
NA	VSIG2	124123212	chr11
NA	ST6GALNAC1	 72132442	chr17
     6700	SPRR2A	151295548	chr1
     1300	COL10A1	116546882	chr6
     6701	SPRR2B	151309341	chr1
     6701	SPRR2B	151309328	chr1
100133793	MUC4	196959307	chr3
 23270	TSPYL4	116677817	chr6
     6704	SPRR2E	151332236	chr1
  7259	TSPYL1	116704434	chr6
439921	MXRA7	 72183404	chr17
353514	LILRA5	 59510165	chr19
NA	MUC4	196959307	chr3
 29940	SART2	116798803	chr6
     6704	SPRR2E	151332235	chr1
    90952	ESAM	124128229	chr11
   439921	MXRA7	 72187248	chr17
100132060	MXRA7	 72187248	chr17
     6705	SPRR2F	151351236	chr1
    29940	SART2	116798214	chr6
NA	FAM26F	116889226	chr6
NA	SPRR2G	151379591	chr1
 23547	LILRA4	 59536505	chr19
   439921	MXRA7	 72191571	chr17
100132060	MXRA7	 72191571	chr17
   441168	FAM26F	116889249	chr6
     6706	SPRR2G	151388882	chr1
NA	FAM26F	116890323	chr6
 79684	C11orf61	124141604	chr11
NA	MXRA7	 72192340	chr17
100128327	BET3L	116922843	chr6
    79684	C11orf61	124141604	chr11
   149018	LELP1	151442543	chr1
NA	PRR9	151456682	chr1
NA	BET3L	116922843	chr6
     4014	LOR	151498803	chr1
NA	JMJD6	 72224363	chr17
    23210	JMJD6	 72224363	chr17
   254228	FAM26E	116939501	chr6
  3903	LAIR1	 59557174	chr19
     4014	LOR	151500026	chr1
     3903	LAIR1	 59557047	chr19
   221301	FAM26D	116981650	chr6
    23210	JMJD6	 72226130	chr17
  7273	TTN	179098962	chr2
 64221	ROBO3	124240492	chr11
   114771	PGLYRP3	151536962	chr1
   221301	FAM26D	116956902	chr6
   221301	FAM26D	116956888	chr6
NA	C17orf95	 72234535	chr17
NA	ROBO3	124240492	chr11
   124512	C17orf95	 72234545	chr17
    57115	PGLYRP4	151569411	chr1
NA	LAIR1	 59558096	chr19
NA	LAIR1	 59558688	chr19
 51389	RWDD1	116999276	chr6
  6427	SFRS2	 72234916	chr17
NA	PGLYRP4	151569220	chr1
     6427	SFRS2	 72241796	chr17
  6280	S100A9	151596954	chr1
NA	SFRS2	 72241796	chr17
  6283	S100A12	151612805	chr1
NA	MUC4	196991089	chr3
    57348	TTYH1	 59618447	chr19
NA	RSPH4A	117044343	chr6
NA	MUC4	196993105	chr3
    54538	ROBO4	124258797	chr11
   345895	RSPH4A	117044343	chr6
NA	S100A12	151612969	chr1
NA	MUC4	196995841	chr3
NA	AL132795.12	117053900	chr6
  6279	S100A8	151629133	chr1
NA	ROBO4	124258797	chr11
    79157	MFSD11	 72245378	chr17
NA	TTYH1	 59618417	chr19
     7273	TTN	179098962	chr2
   221302	ZUFSP	117063474	chr6
     6279	S100A8	151629132	chr1
NA	TTYH1	 59629463	chr19
   641654	HEPN1	124294857	chr11
NA	MFSD11	 72245378	chr17
   338324	S100A7A	151655624	chr1
NA	ZUFSP	117079860	chr6
   338324	S100A7A	151656323	chr1
NA	HEPACAM	124295471	chr11
   338324	S100A7A	151657044	chr1
   220296	HEPACAM	124294358	chr11
NA	S100A7L2	151676095	chr1
 10188	TNK2	197074633	chr3
NA	LENG8	 59652212	chr19
   645922	S100A7L2	151676095	chr1
  3841	KPNA5	117109055	chr6
     6278	S100A7	151696847	chr1
NA	LENG8	 59652214	chr19
NA	LENG8	 59652208	chr19
NA	MGAT5B	 72376393	chr17
 80071	CCDC15	124329227	chr11
   114823	LENG8	 59652212	chr19
     3841	KPNA5	117109060	chr6
     6278	S100A7	151696844	chr1
   146664	MGAT5B	 72376393	chr17
  6277	S100A6	151773700	chr1
    94059	LENG9	 59664788	chr19
NA	MGAT5B	 72376133	chr17
     3841	KPNA5	117109043	chr6
   148170	CDC42EP5	 59668022	chr19
   221303	FAM162B	117180054	chr6
NA	SLC37A2	124438223	chr11
     6277	S100A6	151773699	chr1
NA	TNK2	197081537	chr3
     6276	S100A5	151776247	chr1
   219855	SLC37A2	124438223	chr11
NA	AC024937.21-2	197171055	chr3
NA	S100A5	151776247	chr1
  3904	LAIR2	 59705825	chr19
  6397	SEC14L1	 72648647	chr17
NA	SLC37A2	124438442	chr11
   222545	GPRC6A	117219941	chr6
  6275	S100A4	151782719	chr1
 90011	KIR3DX1	 59735789	chr19
   219854	TMEM218	124472173	chr11
NA	GPRC6A	117219968	chr6
NA	KIR3DX1	 59735820	chr19
     6275	S100A4	151782722	chr1
NA	AP001007.5-3	124488267	chr11
NA	RFX6	117305069	chr6
     6275	S100A4	151782713	chr1
     6275	S100A4	151782721	chr1
   222546	RFX6	117305069	chr6
100134108	AC024937.21-3	197174603	chr3
 11027	LILRA2	 59777071	chr19
     6274	S100A3	151786449	chr1
    63876	PKNOX2	124539769	chr11
     6274	S100A3	151786613	chr1
   245806	VGLL2	117693414	chr6
     6273	S100A2	151800220	chr1
  7037	TFRC	197260553	chr3
NA	S100A2	151800220	chr1
    11027	LILRA2	 59776630	chr19
  9638	FEZ1	124809211	chr11
NA	LILRA2	 59777120	chr19
    10801	SEPT9	 72827197	chr17
     9638	FEZ1	124820867	chr11
     6273	S100A2	151800440	chr1
     6273	S100A2	151800443	chr1
NA	AP000708.1	124870318	chr11
     7037	TFRC	197260744	chr3
   140576	S100A16	151845990	chr1
 11024	LILRA1	 59796909	chr19
NA	SEPT9	 72883760	chr17
   140576	S100A16	151845986	chr1
NA	LILRA1	 59796909	chr19
   140576	S100A16	151846075	chr1
     6098	ROS1	117716223	chr6
   131540	ZDHHC19	197408721	chr3
   400624	AC015804.14	 73386704	chr17
    57402	S100A14	151853381	chr1
NA	ZDHHC19	197409783	chr3
  9538	EI24	124947581	chr11
    57402	S100A14	151853355	chr1
NA	ROS1	117716223	chr6
 10859	LILRB1	 59833896	chr19
   200931	AC069257.28-2	197427780	chr3
     9538	EI24	124944508	chr11
NA	ROS1	117756353	chr6
    10859	LILRB1	 59833720	chr19
  6284	S100A13	151857904	chr1
    10859	LILRB1	 59820424	chr19
    57690	TNRC6C	 73556589	chr17
  5130	PCYT1A	197449652	chr3
    10859	LILRB1	 59833673	chr19
   285761	DCBLD1	117910513	chr6
    10859	LILRB1	 59833775	chr19
NA	LILRB1	 59834337	chr19
    10859	LILRB1	 59834337	chr19
NA	DCBLD1	117910513	chr6
NA	TNRC6C	 73558918	chr17
   255758	TCTEX1D2	197502496	chr3
100131096	AC021593.15	 73615080	chr17
     6284	S100A13	151857899	chr1
  3703	STT3A	124967967	chr11
   116211	TM4SF19	197534818	chr3
     6271	S100A1	151867173	chr1
 11006	LILRB4	 59865936	chr19
    11006	LILRB4	 59865391	chr19
     6271	S100A1	151867497	chr1
NA	UBXN7	197567429	chr3
NA	S100A1	151867497	chr1
    11006	LILRB4	 59866259	chr19
NA	LILRB4	 59866262	chr19
NA	GOPC	117988125	chr6
    26043	UBXN7	197564768	chr3
NA	LILRB4	 59866284	chr19
  1111	CHEK1	125001547	chr11
 26097	C1orf77	151873149	chr1
115653	KIR3DL3	 59927796	chr19
    57120	GOPC	117988125	chr6
   165918	RNF168	197683026	chr3
 11322	TMC6	 73618134	chr17
   255798	C3orf43	197718147	chr3
    26097	C1orf77	151875689	chr1
   348793	WDR53	197765475	chr3
NA	C1orf77	151875689	chr1
NA	TMC6	 73618134	chr17
       56	ACRV1	125047440	chr11
NA	AL590303.9	118100669	chr6
    11322	TMC6	 73620594	chr17
NA	C1orf77	151873180	chr1
NA	TTN	179226234	chr2
NA	C1orf77	151877184	chr1
   200933	FBXO45	197780122	chr3
NA	C1orf77	151877442	chr1
   116150	NUS1	118103310	chr6
   729148	NUS1	118103310	chr6
     7273	TTN	179318290	chr2
  3804	KIR2DL3	 59941786	chr19
   375387	LRRC33	197851046	chr3
    23557	SNAPIN	151897824	chr1
NA	TMC6	 73620594	chr17
NA	C3orf34	197918329	chr3
NA	TTN	179318557	chr2
    84984	C3orf34	197917545	chr3
NA	C3orf34	197918318	chr3
NA	CCDC141	179407145	chr2
   222553	SLC35F1	118335583	chr6
NA	PIGX	197923643	chr3
   285025	CCDC141	179408737	chr2
   147138	TMC8	 73638494	chr17
    54965	PIGX	197923643	chr3
   160065	PATE1	125121398	chr11
NA	SLC35F1	118335612	chr6
NA	CCDC141	179445993	chr2
NA	TMC8	 73638494	chr17
   399967	PATE2	125151268	chr11
NA	C17orf99	 73654029	chr17
  3608	ILF2	151901139	chr1
 83480	PUS3	125268591	chr11
  5062	PAK2	197951312	chr3
     3608	ILF2	151901136	chr1
  9144	SYNGR2	 73676266	chr17
  3802	KIR2DL1	 59973115	chr19
   387119	C6orf204	118892932	chr6
    91404	SESTD1	179681776	chr2
   219844	HYLS1	125258719	chr11
   219844	HYLS1	125262825	chr11
NA	ILF2	151906383	chr1
NA	C6orf204	118919287	chr6
NA	C6orf204	118919488	chr6
     3802	KIR2DL1	 59973077	chr19
   151126	ZNF385B	180014967	chr2
205564	SENP5	198079124	chr3
     4881	NPR1	151917737	chr1
    29118	DDX25	125279550	chr11
     7083	TK1	 73681768	chr17
NA	C6orf204	118893161	chr6
  5350	PLN	118976165	chr6
   151126	ZNF385B	180014954	chr2
 22916	NCBP2	198146670	chr3
   151126	ZNF385B	180014965	chr2
NA	NPR1	151928081	chr1
   151126	ZNF385B	180015523	chr2
     7083	TK1	 73681755	chr17
NA	AFMID	 73695038	chr17
NA	KIR2DL1	 59973077	chr19
   125061	AFMID	 73694993	chr17
NA	MCM9	119242690	chr6
    80235	PIGZ	198157612	chr3
   125061	AFMID	 73695038	chr17
 65123	INTS3	151967167	chr1
NA	INTS3	152005575	chr1
NA	MCM9	119241321	chr6
NA	INTS3	152005931	chr1
NA	AL513523.33-2	152013807	chr1
NA	CDON	125331927	chr11
NA	MCM9	119254628	chr6
   332	BIRC5	 73721872	chr17
   254394	MCM9	119273463	chr6
     4241	MFI2	198214640	chr3
    50937	CDON	125331927	chr11
 25842	ASF1A	119263628	chr6
  3805	KIR2DL4	 60006879	chr19
     4241	MFI2	198230222	chr3
 11000	SLC27A3	152013454	chr1
    11000	SLC27A3	152014392	chr1
    84881	RPUSD4	125577534	chr11
NA	ASF1A	119256901	chr6
NA	CWC22	180518101	chr2
NA	SLC27A3	152018301	chr1
NA	SLC27A3	152018151	chr1
NA	CWC22	180517849	chr2
     3805	KIR2DL4	 60006879	chr19
    57703	CWC22	180517848	chr2
    79607	FAM118B	125586829	chr11
NA	AC087645.19-1	 73742271	chr17
    57459	GATAD2B	152043829	chr1
100128942	AC087645.19-2	 73769025	chr17
  9021	SOCS3	 73864459	chr17
  1739	DLG1	198253828	chr3
 10477	UBE2E3	181553578	chr2
  6734	SRPR	125638052	chr11
    79632	FAM184A	119322697	chr6
    10477	UBE2E3	181553357	chr2
  9909	DENND4B	152168601	chr1
NA	FAM184A	119322697	chr6
  9489	PGS1	 73886333	chr17
    10477	UBE2E3	181553587	chr2
     9489	PGS1	 73886330	chr17
NA	KIR2DL4	 60006908	chr19
    10477	UBE2E3	181553345	chr2
    10477	UBE2E3	181554096	chr2
NA	KIR2DL4	 60006919	chr19
NA	UBE2E3	181553779	chr2
    55572	FOXRED1	125644265	chr11
NA	PGS1	 73911321	chr17
NA	UBE2E3	181554995	chr2
     1739	DLG1	198253828	chr3
     3805	KIR2DL4	 60006878	chr19
     1739	DLG1	198255819	chr3
NA	DLG1	198349511	chr3
NA	DLG1	198349531	chr3
NA	FAM184A	119322854	chr6
NA	TIRAP	125658192	chr11
   200186	CRTC2	152186778	chr1
NA	FAM184A	119368906	chr6
   114609	TIRAP	125658192	chr11
NA	CRTC2	152186778	chr1
   622	BDH1	198721051	chr3
  3676	ITGA4	182030607	chr2
  4121	MAN1A1	119540968	chr6
   114609	TIRAP	125658215	chr11
   200186	CRTC2	152186775	chr1
     4121	MAN1A1	119540968	chr6
     3676	ITGA4	182029864	chr2
  8632	DNAH17	 73931373	chr17
 28960	DCPS	125678857	chr11
  3811	KIR3DL1	 60019768	chr19
 27173	SLC39A1	152198210	chr1
NA	ITGA4	182030400	chr2
    27173	SLC39A1	152198215	chr1
     3811	KIR3DL1	 60019768	chr19
NA	DNAH17	 73931371	chr17
NA	C6orf170	121443084	chr6
  9711	KIAA0226	198882656	chr3
NA	C6orf170	121443135	chr6
    27173	SLC39A1	152198211	chr1
   221322	C6orf170	121442326	chr6
NA	KIAA0226	198888108	chr3
NA	DNAH17	 74051471	chr17
NA	KIAA0226	198882656	chr3
NA	C6orf170	121442326	chr6
NA	C6orf170	121442339	chr6
  2697	GJA1	121798444	chr6
NA	ST3GAL4	125730797	chr11
NA	CYTH1	 74183298	chr17
   148327	CREB3L4	152207021	chr1
    84248	FYTTD1	198961018	chr3
   375298	CERKL	182109644	chr2
  3809	KIR2DS4	 60035986	chr19
NA	CYTH1	 74181725	chr17
     6484	ST3GAL4	125730797	chr11
     9267	CYTH1	 74181725	chr17
    84248	FYTTD1	198961080	chr3
NA	CREB3L4	152207341	chr1
     6484	ST3GAL4	125731306	chr11
   148327	CREB3L4	152207626	chr1
NA	ST3GAL4	125730789	chr11
   148327	CREB3L4	152207003	chr1
NA	KIR2DS4	 60036032	chr19
   148327	CREB3L4	152207337	chr1
 84859	LRCH3	199002542	chr3
NA	CREB3L4	152207337	chr1
   375298	CERKL	182109648	chr2
  3298	HSF2	122762494	chr6
